,Date,Area,Daily Cases,Cumulative Cases,Recovered,Active,Deaths
794,2020-03-13,Santa Barbara County Totals,0,0,0,0,0
793,2020-03-14,Santa Barbara County Totals,0,0,0,0,0
792,2020-03-15,Santa Barbara County Totals,0,1,0,1,0
791,2020-03-16,Santa Barbara County Totals,0,1,0,1,0
790,2020-03-17,Santa Barbara County Totals,0,2,0,2,0
789,2020-03-18,Santa Barbara County Totals,0,3,0,3,0
788,2020-03-19,Santa Barbara County Totals,0,9,0,9,0
787,2020-03-20,Santa Barbara County Totals,0,9,0,9,0
786,2020-03-21,Santa Barbara County Totals,0,13,0,13,0
785,2020-03-22,Santa Barbara County Totals,0,18,0,18,0
784,2020-03-23,Santa Barbara County Totals,0,18,0,18,0
783,2020-03-24,Santa Barbara County Totals,0,24,0,24,0
782,2020-03-25,Santa Barbara County Totals,0,26,0,26,0
781,2020-03-26,Santa Barbara County Totals,0,32,0,32,0
780,2020-03-27,Santa Barbara County Totals,0,47,0,47,0
779,2020-03-28,Santa Barbara County Totals,0,64,0,64,0
778,2020-03-29,Santa Barbara County Totals,0,68,0,68,0
777,2020-03-30,Santa Barbara County Totals,0,88,0,88,0
776,2020-03-31,Santa Barbara County Totals,0,99,0,99,0
775,2020-04-01,Santa Barbara County Totals,0,111,0,111,0
774,2020-04-02,Santa Barbara County Totals,0,139,0,139,0
773,2020-04-03,Santa Barbara County Totals,0,152,0,152,0
772,2020-04-04,Santa Barbara County Totals,0,168,0,167,1
771,2020-04-05,Santa Barbara County Totals,0,174,0,172,2
770,2020-04-06,Santa Barbara County Totals,0,192,0,190,2
769,2020-04-07,Santa Barbara County Totals,0,218,0,216,2
768,2020-04-08,Santa Barbara County Totals,0,228,0,226,2
767,2020-04-09,Santa Barbara County Totals,0,243,0,241,2
766,2020-04-10,Santa Barbara County Totals,0,260,0,258,2
765,2020-04-11,Santa Barbara County Totals,0,264,0,262,2
764,2020-04-12,Santa Barbara County Totals,0,267,0,265,2
763,2020-04-13,Santa Barbara County Totals,0,284,0,282,2
762,2020-04-14,Santa Barbara County Totals,0,313,0,311,2
761,2020-04-15,Santa Barbara County Totals,0,334,0,332,2
760,2020-04-16,Santa Barbara County Totals,0,354,0,351,3
759,2020-04-17,Santa Barbara County Totals,0,373,0,370,3
758,2020-04-18,Santa Barbara County Totals,0,385,0,381,4
757,2020-04-19,Santa Barbara County Totals,0,394,0,390,4
756,2020-04-20,Santa Barbara County Totals,0,416,0,412,4
755,2020-04-21,Santa Barbara County Totals,0,429,0,424,5
754,2020-04-22,Santa Barbara County Totals,0,440,0,435,5
753,2020-04-23,Santa Barbara County Totals,0,451,0,446,5
752,2020-04-24,Santa Barbara County Totals,0,460,0,454,6
751,2020-04-25,Santa Barbara County Totals,0,469,0,462,7
750,2020-04-26,Santa Barbara County Totals,0,471,0,464,7
749,2020-04-27,Santa Barbara County Totals,0,473,0,466,7
748,2020-04-28,Santa Barbara County Totals,0,477,0,470,7
747,2020-04-29,Santa Barbara County Totals,0,485,0,477,8
746,2020-04-30,Santa Barbara County Totals,0,496,0,488,8
745,2020-05-01,Santa Barbara County Totals,0,506,0,498,8
744,2020-05-02,Santa Barbara County Totals,0,508,0,500,8
743,2020-05-03,Santa Barbara County Totals,0,514,0,506,8
742,2020-05-04,Santa Barbara County Totals,0,526,0,518,8
741,2020-05-05,Santa Barbara County Totals,0,544,0,535,9
740,2020-05-06,Santa Barbara County Totals,0,613,0,604,9
739,2020-05-07,Santa Barbara County Totals,0,722,0,713,9
738,2020-05-08,Santa Barbara County Totals,0,1032,0,1021,11
737,2020-05-09,Santa Barbara County Totals,0,1250,0,1239,11
736,2020-05-10,Santa Barbara County Totals,0,1308,0,1297,11
735,2020-05-11,Santa Barbara County Totals,54,1362,0,1351,11
734,2020-05-12,Santa Barbara County Totals,10,1371,0,1360,11
733,2020-05-13,Santa Barbara County Totals,6,1377,0,1366,11
732,2020-05-14,Santa Barbara County Totals,14,1387,0,1376,11
731,2020-05-15,Santa Barbara County Totals,15,1402,0,1391,11
730,2020-05-16,Santa Barbara County Totals,17,1418,0,1407,11
729,2020-05-17,Santa Barbara County Totals,56,1474,0,1463,11
728,2020-05-18,Santa Barbara County Totals,22,1496,0,1485,11
727,2020-05-19,Santa Barbara County Totals,21,1517,0,1506,11
718,2020-05-20,CITY OF GOLETA,0,11,6,3,2
722,2020-05-20,CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,0,102,87,13,2
717,2020-05-20,CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,0,77,67,9,1
724,2020-05-20,CITY OF SANTA MARIA,2,232,175,55,2
719,2020-05-20,COMMUNITY OF ISLA VISTA,0,1,1,0,0
725,2020-05-20,COMMUNITY OF ORCUTT,0,41,39,2,0
723,2020-05-20,FEDERAL PRISON IN LOMPOC,0,970,675,293,2
721,2020-05-20,"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,10,6,4,0
716,2020-05-20,"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",0,24,20,4,0
715,2020-05-20,Santa Barbara County Totals,3,1520,1118,391,11
720,2020-05-20,UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,0,16,14,1,1
726,2020-05-20,"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",1,29,23,5,1
706,2020-05-21,CITY OF GOLETA,0,11,7,2,2
710,2020-05-21,CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,0,102,87,13,2
705,2020-05-21,CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,1,78,68,9,1
712,2020-05-21,CITY OF SANTA MARIA,15,247,186,59,2
707,2020-05-21,COMMUNITY OF ISLA VISTA,0,1,1,0,0
713,2020-05-21,COMMUNITY OF ORCUTT,0,41,39,2,0
711,2020-05-21,FEDERAL PRISON IN LOMPOC,0,970,880,88,2
709,2020-05-21,"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,10,6,4,0
704,2020-05-21,"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",3,27,20,7,0
703,2020-05-21,Santa Barbara County Totals,20,1540,1337,192,11
708,2020-05-21,UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,0,16,15,0,1
714,2020-05-21,"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",1,30,23,6,1
694,2020-05-22,CITY OF GOLETA,0,11,7,2,2
698,2020-05-22,CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,0,102,88,12,2
693,2020-05-22,CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,1,79,69,9,1
700,2020-05-22,CITY OF SANTA MARIA,8,254,191,60,3
695,2020-05-22,COMMUNITY OF ISLA VISTA,0,1,1,0,0
701,2020-05-22,COMMUNITY OF ORCUTT,0,41,40,1,0
699,2020-05-22,FEDERAL PRISON IN LOMPOC,1,971,881,88,2
697,2020-05-22,"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,10,6,4,0
692,2020-05-22,"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",0,27,20,7,0
691,2020-05-22,Santa Barbara County Totals,12,1551,1346,193,12
696,2020-05-22,UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,1,17,15,1,1
702,2020-05-22,"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",1,31,23,7,1
682,2020-05-26,CITY OF GOLETA,1,15,8,5,2
686,2020-05-26,CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,0,104,92,10,2
681,2020-05-26,CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,3,83,70,12,1
688,2020-05-26,CITY OF SANTA MARIA,13,285,208,74,3
683,2020-05-26,COMMUNITY OF ISLA VISTA,0,1,1,0,0
689,2020-05-26,COMMUNITY OF ORCUTT,2,44,40,4,0
687,2020-05-26,FEDERAL PRISON IN LOMPOC,0,971,882,87,2
685,2020-05-26,"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,10,7,3,0
680,2020-05-26,"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",0,27,20,7,0
679,2020-05-26,Santa Barbara County Totals,24,1604,1374,218,12
684,2020-05-26,UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,1,18,15,2,1
690,2020-05-26,"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",4,39,25,13,1
670,2020-05-27,CITY OF GOLETA,0,15,10,3,2
674,2020-05-27,CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,1,105,94,9,2
669,2020-05-27,CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,5,88,72,15,1
676,2020-05-27,CITY OF SANTA MARIA,12,297,219,75,3
671,2020-05-27,COMMUNITY OF ISLA VISTA,0,1,1,0,0
677,2020-05-27,COMMUNITY OF ORCUTT,0,44,41,3,0
675,2020-05-27,FEDERAL PRISON IN LOMPOC,0,971,883,86,2
673,2020-05-27,"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,10,7,3,0
668,2020-05-27,"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",0,27,20,7,0
667,2020-05-27,Santa Barbara County Totals,20,1624,1396,216,12
672,2020-05-27,UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,0,18,15,2,1
678,2020-05-27,"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",1,40,28,11,1
658,2020-05-28,CITY OF GOLETA,0,15,10,3,2
662,2020-05-28,CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,0,105,95,8,2
657,2020-05-28,CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,1,89,73,15,1
664,2020-05-28,CITY OF SANTA MARIA,9,306,228,75,3
659,2020-05-28,COMMUNITY OF ISLA VISTA,0,1,1,0,0
665,2020-05-28,COMMUNITY OF ORCUTT,1,45,42,3,0
663,2020-05-28,FEDERAL PRISON IN LOMPOC,0,971,955,14,2
661,2020-05-28,"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,10,7,3,0
656,2020-05-28,"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",0,27,21,6,0
655,2020-05-28,Santa Barbara County Totals,12,1636,1481,143,12
660,2020-05-28,UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,0,18,15,2,1
666,2020-05-28,"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",1,41,28,12,1
646,2020-05-29,CITY OF GOLETA,0,15,10,3,2
650,2020-05-29,CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,1,106,96,8,2
645,2020-05-29,CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,3,92,73,18,1
652,2020-05-29,CITY OF SANTA MARIA,8,314,236,75,3
647,2020-05-29,COMMUNITY OF ISLA VISTA,0,1,1,0,0
653,2020-05-29,COMMUNITY OF ORCUTT,0,45,42,3,0
651,2020-05-29,FEDERAL PRISON IN LOMPOC,0,971,960,9,2
649,2020-05-29,"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,11,9,2,0
644,2020-05-29,"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",0,27,21,6,0
643,2020-05-29,Santa Barbara County Totals,13,1649,1497,140,12
648,2020-05-29,UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,0,17,14,2,1
654,2020-05-29,"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",1,42,29,12,1
634,2020-06-01,CITY OF GOLETA,0,15,10,3,2
638,2020-06-01,CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,0,105,97,6,2
633,2020-06-01,CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,1,93,73,19,1
640,2020-06-01,CITY OF SANTA MARIA,5,327,250,74,3
635,2020-06-01,COMMUNITY OF ISLA VISTA,0,1,1,0,0
641,2020-06-01,COMMUNITY OF ORCUTT,1,46,42,4,0
639,2020-06-01,FEDERAL PRISON IN LOMPOC,0,971,961,8,2
637,2020-06-01,"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,12,9,3,0
632,2020-06-01,"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",0,27,21,6,0
631,2020-06-01,Santa Barbara County Totals,10,1669,1517,140,12
636,2020-06-01,UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,0,17,15,1,1
642,2020-06-01,"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",2,44,31,12,1
622,2020-06-02,CITY OF GOLETA,0,15,10,3,2
626,2020-06-02,CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,0,105,94,8,3
621,2020-06-02,CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,2,95,80,14,1
628,2020-06-02,CITY OF SANTA MARIA,16,343,279,61,3
623,2020-06-02,COMMUNITY OF ISLA VISTA,0,1,1,0,0
629,2020-06-02,COMMUNITY OF ORCUTT,0,46,43,3,0
627,2020-06-02,FEDERAL PRISON IN LOMPOC,8,979,962,14,3
625,2020-06-02,"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,12,10,2,0
620,2020-06-02,"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",0,27,23,4,0
619,2020-06-02,Santa Barbara County Totals,28,1697,1559,124,14
624,2020-06-02,UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,0,17,15,1,1
630,2020-06-02,"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",2,46,35,10,1
610,2020-06-03,CITY OF GOLETA,1,16,10,4,2
614,2020-06-03,CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,0,105,95,7,3
609,2020-06-03,CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,2,99,82,16,1
616,2020-06-03,CITY OF SANTA MARIA,10,353,281,69,3
611,2020-06-03,COMMUNITY OF ISLA VISTA,0,1,1,0,0
617,2020-06-03,COMMUNITY OF ORCUTT,2,49,43,6,0
615,2020-06-03,FEDERAL PRISON IN LOMPOC,0,979,964,12,3
613,2020-06-03,"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,13,12,1,0
608,2020-06-03,"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",0,27,23,4,0
607,2020-06-03,Santa Barbara County Totals,17,1714,1566,134,14
612,2020-06-03,UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,1,18,15,2,1
618,2020-06-03,"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",1,48,36,11,1
598,2020-06-04,CITY OF GOLETA,0,16,11,3,2
602,2020-06-04,CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,0,105,96,6,3
597,2020-06-04,CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,3,102,85,16,1
604,2020-06-04,CITY OF SANTA MARIA,11,364,288,73,3
599,2020-06-04,COMMUNITY OF ISLA VISTA,0,1,1,0,0
605,2020-06-04,COMMUNITY OF ORCUTT,0,49,43,6,0
603,2020-06-04,FEDERAL PRISON IN LOMPOC,1,980,964,13,3
601,2020-06-04,"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,13,12,1,0
596,2020-06-04,"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",0,27,23,4,0
595,2020-06-04,Santa Barbara County Totals,23,1737,1581,142,14
600,2020-06-04,UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,2,20,16,3,1
606,2020-06-04,"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",4,52,38,13,1
586,2020-06-05,CITY OF GOLETA,0,16,11,3,2
590,2020-06-05,CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,0,105,97,4,4
585,2020-06-05,CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,2,104,87,16,1
592,2020-06-05,CITY OF SANTA MARIA,45,409,295,111,3
587,2020-06-05,COMMUNITY OF ISLA VISTA,0,1,1,0,0
593,2020-06-05,COMMUNITY OF ORCUTT,0,49,43,6,0
591,2020-06-05,FEDERAL PRISON IN LOMPOC,1,981,965,13,3
589,2020-06-05,"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,13,12,1,0
584,2020-06-05,"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",0,27,23,4,0
583,2020-06-05,Santa Barbara County Totals,50,1787,1594,178,15
588,2020-06-05,UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,0,20,16,3,1
594,2020-06-05,"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",2,54,39,14,1
574,2020-06-08,CITY OF GOLETA,1,18,11,5,2
578,2020-06-08,CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,1,107,97,6,4
573,2020-06-08,CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,2,111,90,20,1
580,2020-06-08,CITY OF SANTA MARIA,4,423,316,104,3
575,2020-06-08,COMMUNITY OF ISLA VISTA,0,1,1,0,0
581,2020-06-08,COMMUNITY OF ORCUTT,0,49,44,5,0
579,2020-06-08,FEDERAL PRISON IN LOMPOC,0,984,965,16,3
577,2020-06-08,"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,13,12,1,0
572,2020-06-08,"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",0,27,23,4,0
571,2020-06-08,Santa Barbara County Totals,9,1817,1621,181,15
576,2020-06-08,UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,0,20,16,3,1
582,2020-06-08,"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",1,56,41,14,1
562,2020-06-09,CITY OF GOLETA,0,18,11,5,2
566,2020-06-09,CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,0,107,97,6,4
561,2020-06-09,CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,7,118,91,26,1
568,2020-06-09,CITY OF SANTA MARIA,20,443,320,120,3
563,2020-06-09,COMMUNITY OF ISLA VISTA,1,2,1,1,0
569,2020-06-09,COMMUNITY OF ORCUTT,0,49,45,4,0
567,2020-06-09,FEDERAL PRISON IN LOMPOC,0,984,965,16,3
565,2020-06-09,"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,13,12,1,0
560,2020-06-09,"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",0,27,23,4,0
559,2020-06-09,Santa Barbara County Totals,30,1847,1627,205,15
564,2020-06-09,UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,0,20,16,3,1
570,2020-06-09,"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",1,57,41,15,1
550,2020-06-10,CITY OF GOLETA,1,19,11,6,2
554,2020-06-10,CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,1,108,98,6,4
549,2020-06-10,CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,1,119,92,25,2
556,2020-06-10,CITY OF SANTA MARIA,12,455,324,128,3
551,2020-06-10,COMMUNITY OF ISLA VISTA,0,2,1,1,0
557,2020-06-10,COMMUNITY OF ORCUTT,1,50,46,4,0
555,2020-06-10,FEDERAL PRISON IN LOMPOC,0,984,966,15,3
553,2020-06-10,"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,13,12,1,0
548,2020-06-10,"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",0,27,22,5,0
547,2020-06-10,Santa Barbara County Totals,17,1864,1635,213,16
552,2020-06-10,UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,0,20,17,2,1
558,2020-06-10,"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",1,58,41,16,1
538,2020-06-11,CITY OF GOLETA,0,19,11,6,2
542,2020-06-11,CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,3,111,98,9,4
537,2020-06-11,CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,7,126,92,32,2
544,2020-06-11,CITY OF SANTA MARIA,28,483,331,149,3
539,2020-06-11,COMMUNITY OF ISLA VISTA,0,2,1,1,0
545,2020-06-11,COMMUNITY OF ORCUTT,5,55,46,9,0
543,2020-06-11,FEDERAL PRISON IN LOMPOC,0,984,966,15,3
541,2020-06-11,"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,13,12,1,0
536,2020-06-11,"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",0,27,22,5,0
535,2020-06-11,Santa Barbara County Totals,46,1910,1643,251,16
540,2020-06-11,UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,0,20,17,2,1
546,2020-06-11,"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",1,59,42,16,1
526,2020-06-12,CITY OF GOLETA,1,20,11,7,2
530,2020-06-12,CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,2,113,99,10,4
525,2020-06-12,CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,5,131,95,34,2
532,2020-06-12,CITY OF SANTA MARIA,45,528,346,177,5
527,2020-06-12,COMMUNITY OF ISLA VISTA,1,3,1,2,0
533,2020-06-12,COMMUNITY OF ORCUTT,1,56,46,10,0
531,2020-06-12,FEDERAL PRISON IN LOMPOC,1,985,966,16,3
529,2020-06-12,"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,13,12,1,0
524,2020-06-12,"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",2,29,22,7,0
523,2020-06-12,Santa Barbara County Totals,61,1971,1664,289,18
528,2020-06-12,UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,0,20,16,3,1
534,2020-06-12,"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",2,61,44,16,1
514,2020-06-15,CITY OF GOLETA,0,23,12,9,2
518,2020-06-15,CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,0,115,99,12,4
513,2020-06-15,CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,2,138,102,34,2
520,2020-06-15,CITY OF SANTA MARIA,9,596,389,202,5
515,2020-06-15,COMMUNITY OF ISLA VISTA,0,4,2,2,0
521,2020-06-15,COMMUNITY OF ORCUTT,0,59,48,11,0
519,2020-06-15,FEDERAL PRISON IN LOMPOC,0,986,976,7,3
